,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2010-03-19,728.25,1994.85,1155.15,1865.35,313.0,330.2,,311.85,1585.85,333.55,,630.85,1251.2,621.6,413.15,2913.95,373.55,1818.2,,1968.4,175.5,228.55,2693.05,954.85,260.45,301.8,173.65,2775.1,1242.5,746.15,1620.7,1073.3,1429.0,202.75,2655.25,1056.05,108.3,,,2240.9,2058.5,1696.2,820.2,783.7,643.65,907.0,1823.9,,1121.6,725.95
1994-07-04,,520.0,,,,,,,342.5,,,,,40.0,,735.0,,,,,920.0,638.75,3270.0,,785.0,,,,,,296.25,375.0,,,390.0,,,,,,,,,485.0,291.25,,,,,515.0
2014-01-15,149.7,492.95,1178.15,1895.4,1548.05,724.5,327.1,331.55,906.5,418.05,295.15,1291.65,2650.35,4934.95,349.2,2582.7,1335.4,680.35,,2074.05,110.95,545.3,844.95,1058.35,328.35,208.95,424.2,3710.55,989.8,728.95,998.8,903.05,1799.55,132.35,5230.7,291.3,97.45,,,4514.8,1643.55,603.65,2354.25,376.75,374.9,1883.65,217.95,,1705.65,560.1
1996-09-09,,363.0,,,55.0,,,,215.0,428.0,,,271.5,44.0,,433.0,,37.0,,271.0,691.75,822.25,2696.25,,297.0,,,675.0,6.35,101.75,249.0,353.75,,,261.75,241.0,,,,37.5,278.5,263.5,,485.0,190.75,,119.5,,,500.0
2007-06-06,,842.3,575.85,,396.8,,340.85,824.55,1525.4,213.05,,4773.35,650.15,349.3,292.6,2451.8,338.0,1126.8,,713.85,148.75,195.25,1830.7,910.95,158.35,445.05,46.45,1938.9,576.95,591.8,1919.55,746.05,777.0,155.8,1129.45,864.25,,,,1163.8,1388.2,1075.0,1199.2,687.0,617.7,1509.9,1092.3,,819.65,532.0
2010-02-08,648.3,1947.4,1023.0,1694.65,292.25,357.9,,308.3,1607.15,315.7,,576.9,1116.35,546.3,410.25,2558.55,341.4,1566.65,,1583.65,136.1,235.25,2398.85,805.75,245.2,309.5,148.1,2400.75,982.85,736.15,1444.7,1001.5,1367.1,202.4,2658.75,1114.45,108.4,,,1993.15,1935.6,1508.95,723.8,673.6,533.8,942.4,1699.35,,927.85,636.6
2004-01-06,,328.35,141.6,,93.85,,,113.0,694.1,1325.05,,1489.05,1442.0,255.85,280.2,998.6,302.05,360.95,,444.5,1445.05,213.2,649.85,312.1,1028.8,510.65,42.75,5654.65,12.68,367.45,521.5,389.05,369.0,,709.3,883.65,,,,140.05,597.05,602.5,,452.1,430.5,,125.85,,,1676.2
2001-02-08,,275.5,43.05,,30.6,,193.0,,779.2,1170.1,,,1302.3,30.5,60.4,344.1,621.1,258.0,,844.85,795.35,208.95,574.2,176.3,818.7,172.4,22.9,6536.55,6.7,79.45,280.0,173.95,,,543.3,154.1,,,,85.7,246.1,601.7,,105.55,158.65,,79.85,,,2850.0
1992-01-22,,345.0,,,,,,,270.0,,,,,,,347.5,,,,,347.5,185.0,990.0,,313.0,,,,,,145.5,78.75,,,237.5,,,,,,,,,306.25,291.0,,,,,
2000-03-10,,401.0,28.5,,34.0,,200.0,,490.0,950.0,,,1291.7,29.0,68.5,350.0,1805.0,256.0,,933.0,640.0,2390.0,390.1,213.6,890.45,168.0,32.4,11700.0,4.75,162.75,274.2,344.25,,,345.55,150.0,,,,31.15,180.0,640.0,,129.5,92.05,,68.5,,,6376.0
1999-04-07,,240.5,13.25,,28.2,,,,1424.0,1450.0,,,771.0,12.15,61.9,143.0,,65.5,,794.0,456.0,2232.25,2250.0,25.05,945.0,271.7,18.05,2825.0,3.1,17.1,215.0,211.0,,,577.0,112.6,,,,19.0,184.3,495.75,,154.7,96.0,,73.15,,,3700.0
2012-05-21,112.3,3744.75,962.95,1522.35,858.15,700.05,,295.1,527.85,312.8,310.45,927.5,1650.8,2145.0,320.3,2404.0,479.95,497.45,,1869.85,110.3,426.75,641.05,810.8,235.25,270.5,308.45,2344.5,610.6,561.4,1189.0,647.45,1207.5,143.85,4668.05,246.9,103.85,,,2556.9,2007.4,593.05,1208.9,261.75,402.2,610.95,230.55,,1409.25,382.15
2018-12-18,372.7,1354.45,619.75,2841.0,2530.3,6149.85,353.2,317.15,3168.55,523.1,252.25,1492.6,2638.1,23817.5,354.6,853.25,985.4,2136.45,,3299.95,225.4,1841.1,1953.15,362.35,278.0,144.6,1639.75,676.35,305.4,1237.1,1428.4,770.8,7757.7,147.8,11093.4,147.9,196.65,,,17025.0,292.55,433.1,1987.7,174.4,527.0,708.35,932.7,,4007.8,335.4
2018-05-23,373.5,1278.2,520.35,2775.8,2078.15,5797.1,373.45,356.8,5711.5,532.75,275.8,1092.75,1952.55,29399.25,323.15,1046.65,894.6,1966.95,,3482.15,229.85,1567.6,1783.9,291.7,273.45,153.65,1856.7,1185.25,309.9,1255.8,1327.2,831.8,8500.9,166.35,9634.95,175.55,211.05,,,16016.7,263.2,451.95,3497.05,309.25,539.25,698.1,918.3,,3700.1,263.25
2005-07-20,,458.15,247.4,,294.95,,343.9,249.8,999.05,331.35,,1278.2,761.3,306.0,220.0,1174.65,389.3,636.9,,615.0,1250.65,160.15,879.8,439.55,1672.1,415.65,74.15,2232.75,270.05,413.0,1296.25,604.85,460.35,92.15,760.85,919.85,,,,362.9,724.5,649.4,1308.0,470.15,371.35,,507.55,,368.2,716.1
2004-05-07,,310.55,150.3,,90.0,,469.65,167.25,600.15,1330.0,,1526.8,910.95,231.1,227.9,1202.3,285.15,375.7,,492.5,1100.0,144.9,644.15,302.9,1030.55,526.8,62.15,5222.9,9.18,400.2,582.15,481.75,525.8,,592.1,849.05,,,,190.6,644.5,742.15,,476.75,345.85,,114.35,,,1548.7
2005-10-31,,482.65,238.3,,294.8,,,322.65,1229.65,359.9,,1344.15,807.3,250.0,234.25,1119.1,417.75,606.0,,706.85,114.1,161.4,968.3,497.7,120.3,440.85,51.75,2523.9,209.85,172.35,1399.4,356.1,549.7,97.15,844.1,928.75,,,,436.3,838.25,601.35,1400.25,473.0,339.05,,496.1,,398.15,364.7
2019-12-30,365.7,1802.4,754.2,3253.05,4237.85,9433.4,492.95,460.5,3047.05,479.8,205.8,1848.6,2891.0,22770.7,118.85,736.35,570.05,1280.85,,2478.8,218.05,1936.8,2437.5,543.95,238.15,126.5,1530.6,732.8,271.25,1688.2,1302.0,536.5,7414.9,116.7,14867.2,127.95,190.15,,,20510.2,334.25,429.9,2182.9,183.6,474.7,782.25,1194.4,,4052.35,249.05
2012-02-14,143.35,3021.9,1128.95,1731.9,795.1,512.5,,342.45,518.9,320.95,334.6,733.95,1610.9,1718.8,385.55,2833.95,467.4,517.7,,2075.45,160.85,391.0,696.85,942.15,202.35,273.4,322.7,2800.4,828.05,559.45,1379.35,717.0,1265.25,181.25,4397.55,276.0,109.15,,,2449.2,2198.45,553.8,1219.65,267.9,487.55,656.8,209.15,,1403.95,435.05
2002-08-07,,332.2,34.85,,54.0,,305.65,30.0,513.1,950.1,,,899.35,75.5,73.1,309.85,177.95,210.0,,273.4,579.15,169.8,614.15,135.6,678.7,200.15,16.45,3120.3,4.15,158.1,163.4,92.45,,,511.05,347.75,,,,45.5,231.75,550.0,,134.0,123.7,,66.25,,,1134.05
1991-11-11,,307.5,,,,,,,205.0,,,,,,,340.0,,,,,302.5,145.0,,,391.25,,,,,,131.0,77.5,,,200.0,,,,,,,,,331.25,231.0,,,,,332.5
2009-02-12,368.55,801.2,430.7,478.5,57.45,140.0,407.7,650.45,1383.65,191.05,,945.55,434.75,218.85,214.7,1349.1,114.55,931.75,,916.0,45.15,258.55,1525.95,421.3,178.2,450.0,34.85,1258.35,225.3,272.75,682.2,299.85,613.65,180.0,1502.1,694.85,90.85,,,550.15,1159.5,1105.55,509.2,136.05,185.45,244.75,853.45,,412.45,222.3
2005-01-17,,318.45,196.55,,120.35,,,210.65,874.5,262.5,,1220.95,728.95,251.65,212.95,1251.95,302.05,520.15,,520.35,1241.15,140.15,753.65,351.95,1240.9,446.15,62.2,1998.7,14.65,268.0,919.95,489.55,420.0,81.15,549.05,781.35,,,,279.5,588.85,442.5,1261.3,475.7,344.8,,165.4,,324.65,674.35
1995-08-04,,662.0,,,,,,,,,,,,41.0,,632.0,,,,,920.0,600.0,2470.0,,246.0,,,,,,266.0,357.0,,,322.0,,,,,,194.0,285.0,,594.0,234.5,,156.0,,,440.0
1998-10-15,,272.6,,,,,242.2,,697.0,900.75,,,473.25,10.0,77.0,144.1,,57.25,,571.0,529.0,1682.0,2340.25,27.45,692.75,390.0,27.2,2338.0,3.6,18.7,153.0,158.2,,,420.0,174.6,,,,21.55,160.5,330.0,,112.8,79.0,,51.3,,,1997.5
2011-09-20,154.05,3075.65,1142.7,1627.45,637.8,564.15,,391.55,458.6,282.35,378.25,733.45,1537.95,1553.35,436.65,2320.25,403.25,491.25,,2205.8,150.2,343.55,675.05,882.45,198.35,309.45,272.35,2437.7,697.0,478.5,1564.25,814.05,1154.65,171.9,4245.1,261.65,98.8,,,1786.4,1989.05,484.1,1057.9,166.1,460.9,647.95,226.8,,1144.55,350.9
2006-02-24,,664.65,320.2,,560.05,,,362.85,1497.3,552.0,,1700.95,1307.5,229.45,274.85,1647.35,609.9,711.5,,889.15,152.7,242.15,1362.75,593.0,163.4,588.9,51.25,2756.4,207.65,233.7,2344.4,578.55,777.95,132.75,1044.05,1176.6,,,,651.15,876.45,779.25,1667.85,783.5,422.9,,800.1,,548.2,516.35
2002-06-06,,311.3,37.45,,59.9,,248.15,35.75,542.9,1001.05,,,964.5,69.9,77.9,300.65,226.3,223.2,,320.95,685.45,202.2,623.7,151.8,623.3,199.8,15.65,3410.4,4.7,138.2,174.3,94.15,,,501.55,326.8,,,,48.05,233.45,550.5,,139.7,120.15,,76.9,,,1516.9
1991-06-26,,236.25,,,,,,,140.0,,,,,,,237.5,,,,,248.75,165.0,,,159.0,,,,,,107.0,70.0,,,142.5,,,,,,,,,222.5,176.0,,,,,
2003-09-11,,310.05,69.95,,68.3,,358.8,63.4,565.05,1044.15,,908.35,1188.5,155.55,145.0,636.4,210.95,277.95,,287.15,905.7,188.5,493.85,185.1,820.3,409.6,27.8,4215.45,13.8,248.35,303.8,217.5,225.3,,582.75,680.2,,,,98.25,451.4,511.35,,285.25,258.6,,77.55,,,1221.25
2011-06-15,154.1,3065.9,1223.95,1368.5,602.1,546.5,,375.8,464.75,333.0,391.55,784.75,1555.3,1290.5,443.4,2207.35,498.95,2372.4,,1745.85,173.2,316.9,647.0,1033.05,194.0,330.55,257.5,2833.9,890.2,438.9,1713.95,664.4,1210.5,177.3,4089.2,268.3,101.7,,,1729.85,2182.0,489.65,1180.0,993.4,561.25,699.05,4474.4,,1027.25,424.25
2011-01-03,144.75,2874.9,1367.6,1476.65,704.9,471.4,659.8,359.35,408.4,372.5,317.4,652.45,1671.85,1252.75,515.45,2359.85,454.5,2390.5,,1985.25,246.0,313.1,727.85,1143.6,174.35,353.15,264.8,3452.9,1191.7,455.75,1979.65,787.05,1427.65,198.05,3829.15,1291.95,97.95,,,2013.15,2820.85,487.1,1159.55,1306.45,703.4,711.25,3682.4,,1086.6,482.9
2003-06-05,,383.0,49.4,,58.15,,263.1,41.8,532.4,723.0,,390.25,962.4,116.1,103.25,389.0,143.15,252.55,,233.85,675.6,160.4,365.2,141.0,690.55,376.9,20.15,2857.35,6.89,154.05,216.25,129.9,,,532.25,487.75,,,,62.75,356.7,332.75,,182.05,159.2,,64.4,,,864.5
2006-08-16,,653.95,334.15,,391.3,,344.55,413.95,1188.9,245.9,,1765.4,1451.2,238.95,259.3,2209.2,581.2,846.2,,704.7,169.0,230.45,1285.9,589.4,180.75,455.15,40.85,1752.35,278.15,326.85,2382.15,634.55,812.95,125.9,1032.6,1239.15,,,,954.7,887.1,847.6,973.05,816.65,533.15,,740.75,,773.85,514.65
2007-08-13,,981.2,600.25,,388.2,,319.95,852.2,1611.35,190.9,,1264.85,635.8,372.5,314.55,2936.55,317.35,1135.6,,657.5,152.5,203.55,1983.6,875.15,164.7,399.2,48.9,1951.95,629.15,720.65,2435.35,689.85,830.25,167.75,1260.0,843.2,,,,1258.35,1613.3,924.75,1135.05,692.2,644.1,1235.7,1151.5,,905.7,480.35
1991-08-12,,240.0,,,,,,,183.75,,,,,,,295.0,,,,,312.5,141.25,,,255.0,,,,,,147.5,108.75,,,185.0,,,,,,,,,288.75,234.0,,,,,285.0
2020-10-21,355.35,2114.35,501.5,3016.35,3233.25,5905.9,349.55,419.05,3393.05,767.55,115.1,3076.05,5046.9,2181.1,87.65,792.1,870.7,1247.05,563.0,3180.65,186.0,2163.4,2048.1,420.35,167.65,76.05,628.3,1148.3,322.85,1393.85,924.65,600.4,6864.9,82.3,16015.7,67.85,163.7,,785.45,21124.1,203.85,489.7,2675.45,130.25,403.9,845.3,1244.95,,4629.6,343.5
1991-04-03,,257.5,,,,,,,141.25,,,,,,,230.0,,,,,255.0,165.0,,,143.0,,,,,,115.0,70.0,,,138.0,,,,,,,,,190.0,162.5,,,,,
2006-08-22,,624.4,325.9,,376.2,,352.25,409.65,1142.55,251.45,,1812.15,1439.85,233.65,253.9,2222.0,580.0,854.45,,703.6,164.25,232.25,1317.65,594.3,181.7,449.2,44.4,1782.15,283.75,315.15,2391.3,659.25,837.75,122.85,1019.35,1201.7,,,,936.55,877.9,887.05,974.9,845.65,515.25,,765.45,,775.1,511.95
1999-09-16,,398.85,17.85,,32.85,,,,1490.0,3235.9,,,1131.9,42.4,79.0,449.0,,93.5,,1315.0,910.0,2502.0,266.0,34.25,927.0,498.0,32.35,6079.95,7.15,35.5,360.0,357.0,,,622.75,215.95,,,,52.0,209.5,866.15,,285.35,141.55,,107.1,,,5010.0
1994-11-25,,550.0,,,,,,,325.0,,,,,60.0,,735.0,,,,,1105.0,660.0,2775.0,,400.0,,,,,,277.5,360.0,,,400.0,,,,,,,,,515.0,280.0,,,,,970.0
1997-09-22,,304.0,,,34.0,,,,324.0,784.75,,,265.25,13.55,152.75,333.25,,68.0,,639.25,971.75,1282.75,2971.25,,552.25,720.0,,1424.5,5.7,40.5,220.75,385.5,,,270.25,351.75,,,,,270.25,304.75,,321.5,172.0,,75.75,,,1321.5
2018-01-23,437.45,1167.7,618.9,3294.3,1707.0,5005.25,481.3,490.9,4711.65,622.6,293.0,1102.2,2522.45,27112.9,472.35,1223.6,993.5,1951.3,,3623.1,264.8,1366.85,1881.75,362.05,276.3,389.2,1722.9,1175.2,293.55,1074.3,1409.55,768.5,9397.0,172.55,7591.6,207.15,196.0,,,18367.7,318.0,578.1,3103.1,418.05,780.05,587.85,903.85,,4368.1,315.1
2000-07-06,,399.5,34.35,,31.15,,197.2,,609.7,931.9,,,1354.2,34.9,55.5,290.85,1325.0,277.05,,989.05,802.65,279.0,509.1,225.15,811.9,165.7,19.2,8454.25,5.2,72.0,281.4,223.95,,,379.7,144.0,,,,25.0,228.4,597.85,,129.4,127.5,,67.2,,,3090.9
2011-11-21,135.9,2936.2,946.15,1622.75,650.15,480.2,,388.5,475.4,309.55,297.55,711.3,1519.85,1630.25,373.9,2275.45,393.5,444.9,,2170.5,119.1,390.15,625.45,732.45,199.3,268.0,253.9,2661.2,567.95,461.35,1226.3,717.7,942.6,156.4,4371.4,252.25,99.3,,,2026.0,1673.05,498.35,1064.95,161.45,380.6,581.3,198.4,,1108.75,370.7
2020-03-09,321.7,1869.45,623.6,2577.5,4020.4,8209.0,423.8,496.25,2994.2,425.55,157.95,2182.0,3063.3,17882.15,100.35,634.25,540.7,1100.5,,1957.25,143.2,2122.75,2028.8,457.15,177.2,99.45,906.2,703.9,229.0,1579.4,1102.0,463.1,6195.95,102.85,16054.4,74.65,181.0,,,21978.8,253.7,394.95,1972.2,105.8,322.3,703.75,1202.9,,4093.5,214.25
2003-10-09,,303.85,78.1,,63.5,,,75.25,561.0,1061.0,,886.8,1191.65,169.35,168.15,727.4,187.65,313.8,,324.9,1059.5,188.25,532.5,226.65,881.0,384.45,24.5,4433.85,14.59,319.1,360.5,288.25,258.55,,577.15,629.5,,,,97.05,480.45,525.55,,358.5,311.35,,93.75,,,1243.0
2005-08-12,,464.95,260.85,,313.45,,,310.5,1064.65,345.45,,1295.5,837.2,307.8,232.5,1319.25,429.6,658.1,,692.55,1402.35,168.55,937.15,508.55,1692.8,413.0,76.95,2259.4,285.8,490.3,1326.15,691.15,475.75,96.15,899.9,950.85,,,,405.65,812.4,615.65,1282.9,499.2,402.25,,499.15,,419.15,714.75
1997-03-11,,296.25,,,47.0,,,,267.75,597.25,,,214.0,26.75,,394.5,,51.25,,344.75,934.0,1000.5,3067.25,,424.75,600.0,,1004.75,5.75,63.0,239.0,351.0,,,239.25,252.5,,,,,302.5,252.5,,384.25,191.5,,62.0,,,385.0
1996-06-28,,436.25,,,66.25,,,,,413.25,,,301.5,58.4,,572.25,,39.0,,281.25,1255.25,821.5,2938.0,,311.75,750.0,,715.0,7.55,88.5,289.5,360.5,,,407.25,234.25,,,,43.25,300.25,283.0,,520.0,242.25,,130.0,,,
2015-08-28,362.6,856.3,508.05,2269.2,5049.1,1799.25,,362.25,2971.55,659.75,357.4,2247.35,4178.7,18903.1,289.8,3453.5,949.95,1027.75,,2400.95,81.75,856.9,1200.65,283.55,327.55,405.35,846.4,1110.7,926.65,645.15,1616.9,1232.75,4204.95,121.6,6094.65,243.55,134.6,,,11010.35,249.25,884.95,2570.65,340.4,228.5,516.05,341.4,,2944.8,563.05
1997-02-12,,280.5,,,47.5,,,,257.25,533.0,,,170.75,25.5,,388.25,,47.5,,300.5,739.75,910.25,2608.75,,416.75,,,882.0,6.0,65.0,244.0,364.75,,,231.5,178.0,,,,25.0,277.25,265.5,,331.0,194.5,,73.0,,,360.0
2016-10-24,285.65,1127.55,521.3,2789.3,1128.35,3237.5,686.05,306.5,3307.1,585.05,321.0,1264.65,3089.6,24893.85,443.85,971.75,810.7,1265.4,,3334.3,150.95,849.05,1351.65,284.55,241.2,327.2,1215.55,1029.0,1710.15,787.45,1494.55,1339.45,5712.1,151.45,6847.5,292.9,176.05,,,17209.5,262.85,747.15,2427.85,559.1,426.2,428.25,377.2,,3977.25,483.75
1998-07-09,,275.9,,,,,323.0,,626.25,719.25,,,461.0,,92.75,290.3,,60.4,,892.0,664.0,1608.0,2864.5,34.6,693.0,,29.8,2489.5,4.8,23.9,228.0,204.6,,,419.0,190.7,,,,19.5,215.0,279.1,,172.7,125.2,,42.15,,,1864.5
1998-03-16,,299.0,,,28.6,,,,433.75,625.25,,,357.0,10.75,115.2,284.5,,71.15,,821.25,672.0,1579.0,3196.25,46.0,725.0,,34.15,1501.25,4.6,28.2,225.0,270.0,,,339.5,250.4,,,,16.0,275.0,225.0,,247.0,136.0,,50.8,,,614.0
1998-01-29,,294.5,,,25.5,,350.0,,381.25,560.0,,,327.5,,105.25,322.75,,71.25,,687.75,591.75,1294.75,2717.0,47.25,555.75,665.0,39.3,1080.75,4.6,23.2,184.0,245.5,,,284.0,233.5,,,,,238.75,226.5,,232.75,123.6,,61.0,,,495.5
1996-04-22,,405.0,,,72.0,,,,226.0,435.0,,,285.0,51.0,,610.0,,37.5,,280.0,1260.0,755.0,3085.0,,265.0,,,625.0,9.0,114.0,269.0,280.0,,,410.0,238.0,,,,57.5,304.0,280.0,,478.0,226.75,,122.0,,,490.0
2005-08-11,,462.25,259.85,,317.9,,,310.65,1075.0,336.0,,1251.2,849.1,297.6,234.55,1339.55,429.95,661.3,,646.6,1375.75,169.3,949.85,504.95,1724.35,424.25,77.8,2290.85,286.05,489.95,1341.3,689.9,482.6,96.85,835.0,953.35,,,,378.3,817.3,614.45,1311.8,497.25,403.4,,505.5,,400.8,732.85
2008-08-22,575.45,1200.3,679.4,533.75,134.6,522.15,292.35,806.8,1421.8,237.25,,1493.1,585.75,272.3,387.85,1929.1,221.75,1194.7,,801.05,134.55,244.85,2280.65,644.5,182.1,396.55,59.2,1695.05,762.7,568.85,2604.9,549.1,631.85,170.55,1726.15,1015.85,91.1,,,605.35,1346.25,1449.5,818.4,425.6,594.45,765.0,1235.2,,585.0,417.55
1991-11-26,,305.0,,,,,,,235.0,,,,,,,313.75,,,,,316.25,175.0,,,377.5,,,,,,132.0,72.5,,,223.75,,,,,,,,,275.0,235.5,,,,,
2007-01-23,,787.45,509.15,,391.25,,356.7,689.15,1130.8,253.8,,3093.9,770.0,380.4,274.8,2805.35,661.05,1031.05,,717.0,164.95,222.25,1606.4,965.05,176.95,491.35,53.85,2235.35,403.65,462.2,1533.05,920.9,919.35,135.2,1123.75,890.8,,,,1425.15,1173.95,1048.0,1303.5,950.05,464.6,1750.7,929.85,,1059.35,621.15
2009-09-18,534.25,1372.1,914.1,1454.5,227.3,274.05,,442.6,1541.75,258.9,,552.1,865.45,547.25,351.0,2810.95,338.2,1523.6,,1678.5,137.7,261.15,2533.05,843.35,227.4,653.25,107.65,2363.8,791.85,734.5,1652.15,885.0,1640.85,207.4,2208.95,1160.9,107.7,,,1685.3,2142.3,1201.15,583.8,598.95,518.05,902.95,1266.35,,783.25,568.2
1993-06-04,,280.0,,,,,,,222.5,,,,,26.25,,377.5,,,,,685.0,375.0,1490.0,,495.0,,,,,,188.75,137.5,,,290.0,,,,,,,,,192.5,171.25,,,,,
2008-06-06,640.35,1256.4,760.2,568.8,218.1,629.4,299.65,802.05,1452.3,207.4,,1490.1,693.25,275.05,384.35,2262.8,311.1,1237.45,,755.35,175.6,235.6,2347.25,770.85,213.15,378.0,70.05,1992.85,1085.0,637.15,2681.95,582.2,752.95,165.6,1737.75,938.5,86.95,,,722.5,1335.15,1418.75,959.6,540.05,823.2,820.15,1143.1,,638.55,505.0
2008-04-21,644.35,1241.3,881.1,,319.95,,,854.2,1296.0,225.7,,1401.5,610.75,277.0,434.2,2643.95,274.25,1445.25,,744.0,191.85,235.85,2484.0,863.55,209.05,455.1,94.15,1645.05,833.7,738.85,2845.4,639.05,766.95,194.25,1534.95,1030.5,103.9,,,1077.8,1741.2,1330.55,992.55,622.7,776.8,881.25,1135.7,,772.15,453.65
2006-06-19,,566.85,270.8,,387.4,,,361.8,1319.8,221.25,,1226.5,1274.55,237.25,233.6,1814.6,432.1,736.2,,742.75,160.25,221.75,1052.1,500.35,164.15,399.7,30.8,2871.4,246.2,239.7,2056.4,559.65,755.8,112.55,996.05,1016.35,,,,780.45,752.7,717.5,1668.5,768.65,477.1,,591.8,,683.8,434.0
1997-10-23,,305.25,,,27.0,,,,351.25,709.0,,,331.5,15.0,141.25,333.0,,81.0,,879.25,994.5,1401.5,3108.25,50.5,623.5,719.0,,1399.0,5.5,38.0,218.75,355.25,,,269.5,344.0,,,,15.25,274.0,295.5,,331.0,172.5,,75.5,,,598.75
1999-05-05,,216.5,13.05,,27.95,,172.6,,1528.55,1327.0,,,862.0,16.8,62.3,127.4,,66.9,,905.0,570.5,2058.0,2196.6,24.55,1024.5,259.85,18.0,2933.0,2.9,15.3,217.0,224.0,,,502.0,124.5,,,,,181.95,488.0,,140.5,95.5,,67.1,,,4257.7
2008-01-28,820.9,1124.55,1138.5,,405.9,,392.1,869.7,1449.3,184.6,,1543.5,565.05,287.1,439.5,2947.55,241.0,1585.0,,695.7,173.8,199.35,2781.75,1273.7,196.35,497.55,100.25,1446.5,947.15,1086.65,3844.5,686.25,862.6,212.85,1324.5,1000.8,117.1,,,1315.0,2307.7,983.7,854.2,714.7,698.4,722.75,1213.0,,895.45,406.25
2004-01-02,,335.8,151.0,,95.55,,,109.2,692.15,1398.7,,1595.95,1448.9,251.35,284.7,1056.35,313.45,363.2,,465.05,1480.45,215.55,652.5,306.85,1022.65,504.5,44.1,5672.45,13.82,382.0,537.0,394.6,380.75,,700.55,919.05,,,,149.6,567.25,604.2,,456.85,451.45,,132.05,,,1763.65
2016-11-28,272.2,938.0,472.8,2637.45,878.7,2939.8,651.2,317.5,2957.55,570.55,304.75,1167.85,3175.85,20226.4,417.4,839.75,803.15,1185.35,,3101.5,178.55,837.25,1247.25,255.35,233.5,299.85,1049.5,979.65,1723.35,750.05,1356.15,1163.9,4897.1,164.3,6291.4,284.0,191.0,,,15400.55,253.6,713.8,2277.3,454.8,407.1,488.2,306.65,,3503.0,461.45
2008-05-29,834.45,1256.5,783.3,599.6,263.65,652.3,358.9,858.85,1451.85,213.95,,1427.35,676.45,315.85,392.3,2220.6,310.05,1324.4,,778.4,189.6,236.65,2433.2,797.3,217.5,420.7,77.65,1888.75,1151.8,680.05,2889.1,606.2,764.3,171.4,1792.55,853.7,102.05,,,813.8,1464.3,1388.55,995.35,582.55,896.05,839.95,1167.5,,651.0,512.5
2014-12-22,289.95,744.95,497.3,2473.2,3332.45,1305.75,655.4,349.25,1786.6,618.4,390.15,1717.55,3246.4,14748.45,446.5,3419.4,1586.9,963.25,,3115.6,155.8,767.0,1146.3,358.85,374.5,335.85,777.25,1997.0,1071.1,1257.45,1523.85,1261.9,3393.85,138.8,6244.7,356.9,136.5,,,9090.2,307.65,814.7,2513.0,494.3,403.85,2590.0,381.05,,2517.85,555.3
2002-07-18,,336.75,39.4,,56.5,,,31.65,521.2,945.15,,,993.25,80.35,76.1,331.65,230.8,210.1,,312.55,684.4,187.0,614.45,145.0,689.55,199.8,17.0,3209.95,5.45,176.35,180.25,104.05,,,515.45,352.3,,,,50.8,233.7,550.0,,152.6,136.9,,77.85,,,1303.8
2016-03-11,230.45,896.15,412.45,2325.8,6390.15,1650.3,803.25,337.85,2815.65,534.7,319.05,1004.5,3211.9,19996.85,339.8,3591.45,822.45,1028.45,,2810.5,83.45,849.15,1158.75,213.8,321.1,386.0,926.9,1142.5,1183.35,642.75,1185.8,1219.95,3638.65,126.3,5176.15,205.1,138.1,,,11275.55,180.35,867.75,2366.0,354.0,294.45,458.2,345.6,,2990.55,540.9
1992-07-20,,450.0,,,,,,,320.0,,,,,,,475.0,,,,,600.0,310.0,2100.0,,470.0,,,,,,185.0,100.0,,,270.0,,,,,,,,,350.0,325.0,,,,,
2004-06-08,,296.85,120.2,,82.25,,,146.25,571.45,236.9,,1283.05,808.75,205.65,171.35,1063.2,305.3,364.35,,480.9,966.25,134.95,614.75,270.55,893.75,385.4,52.1,5182.55,7.71,327.3,,449.45,397.85,,561.7,670.45,,,,150.9,482.65,392.75,,406.7,297.75,,90.15,,,1494.75
2008-06-25,549.4,1160.55,686.95,495.4,163.05,576.75,270.25,780.0,1422.35,207.6,,1434.8,652.7,277.95,350.8,2051.15,261.7,1073.95,,704.9,148.55,216.05,2168.9,697.7,186.35,358.3,61.1,1748.6,1006.7,525.35,2313.0,540.0,693.85,157.3,1647.75,864.0,79.4,,,629.7,1203.15,1303.15,877.75,474.55,742.95,747.65,1058.9,,569.9,456.5
2008-07-14,535.1,1051.25,635.8,501.2,134.75,463.25,,736.85,1368.75,214.65,,1333.6,656.45,256.8,340.8,1723.25,225.15,1032.7,,658.2,150.6,219.2,1932.9,579.85,168.7,348.2,54.95,1556.1,798.5,492.75,2391.5,546.45,568.95,167.0,1570.85,876.8,84.35,,,532.1,1257.7,1337.2,768.95,409.45,684.1,666.45,1066.4,,541.5,404.4
