,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
1995-05-15,,607.0,,,131.0,,,,,500.0,,,315.0,57.5,,594.0,,,,220.0,810.0,560.0,2025.0,,217.0,,,455.0,11.9,210.0,256.0,297.0,,,340.0,,,,,62.5,171.0,,,480.0,197.0,,133.75,,,
1991-03-04,,257.5,,,,,,,137.5,,,,,,,200.0,,,,,262.5,162.5,,,135.5,,,,,,131.25,70.0,,,135.0,,,,,,,,,187.5,180.0,,,,,
2016-06-10,202.55,991.7,541.3,2585.05,7621.75,1810.9,986.95,351.25,2731.8,476.25,307.15,1119.1,3064.6,18620.65,369.1,4310.35,749.25,1161.2,,3067.45,115.2,874.45,1230.8,252.65,351.55,409.85,1112.85,1180.8,1418.45,750.15,1487.1,1374.6,4117.6,151.15,6532.4,218.05,154.05,,,13543.8,206.2,741.6,2560.95,457.2,334.95,536.9,361.55,,3377.1,544.95
1999-05-10,,224.8,13.95,,27.5,,172.0,,1439.35,1315.0,,,900.0,16.05,63.5,160.35,,78.15,,975.0,659.0,2092.1,2361.25,25.8,1102.75,253.85,18.5,3224.0,2.9,15.0,249.0,241.35,,,540.0,149.7,,,,18.0,205.55,523.8,,162.5,106.1,,81.0,,,4293.0
1994-08-09,,590.0,,,,,,,350.0,,,,,52.5,,770.0,,,,,1140.0,675.0,3195.0,,827.5,,,,,,315.0,372.5,,,390.0,,,,,,,,,492.5,311.25,,,,,625.0
1994-11-10,,550.0,,,,,,,320.0,,,,,55.0,,720.0,,,,,1100.0,645.0,2825.0,,395.0,,,,,,277.5,355.0,,,390.0,,,,,,,,,530.0,302.5,,,,,
2007-03-02,,705.4,470.5,,412.65,,,707.35,1291.35,224.95,,2897.1,660.6,338.45,277.55,2098.4,631.1,947.7,,691.75,137.85,179.0,1529.9,845.85,166.55,407.85,42.85,2103.15,470.95,429.65,1464.6,770.75,833.95,141.55,934.7,800.0,,,,1183.55,1008.45,967.2,1208.45,774.5,443.15,1459.2,862.35,,883.55,573.2
2019-05-07,372.25,1387.65,742.55,3033.65,3019.25,7553.8,378.15,324.35,2652.6,558.9,249.2,1688.85,2942.7,20301.1,340.95,871.95,1126.75,2327.45,,2528.25,200.5,1695.25,1966.7,386.25,302.35,153.5,1514.95,723.55,288.7,1406.1,1366.65,636.0,6698.5,133.95,10471.85,171.45,191.6,,,19731.0,305.85,446.9,2150.35,190.9,530.65,814.45,1085.85,,4527.75,293.7
2019-12-17,371.15,1745.3,745.55,3199.55,4135.2,9367.35,496.0,439.95,3071.35,463.85,196.2,1846.3,2827.45,21695.85,119.75,768.85,557.5,1272.25,,2302.95,213.7,1964.45,2430.8,541.15,241.1,125.75,1492.4,729.3,258.85,1713.05,1317.7,505.85,7196.85,115.55,14144.5,125.45,188.2,,,20605.0,332.85,429.05,2165.65,180.2,439.5,777.2,1158.25,,4119.65,244.75
2019-12-09,373.5,1726.45,731.95,3225.6,3945.45,8927.4,499.55,445.75,3058.15,447.75,191.6,1806.35,2908.65,21002.7,116.15,765.7,551.65,1242.9,,2383.2,198.7,2009.85,2310.6,526.6,241.35,125.45,1449.95,716.9,258.75,1658.85,1276.9,513.65,6997.25,112.8,14237.35,126.35,187.7,,,20321.25,316.75,427.0,2060.7,160.55,406.45,750.55,1177.8,,4150.35,240.4
2006-01-19,,591.2,328.2,,454.0,,,346.8,1509.0,440.9,,1592.7,1030.55,218.2,277.95,1431.9,589.05,728.2,,841.1,158.15,187.6,1179.5,569.35,143.0,552.45,54.45,2823.55,205.9,223.65,1900.3,516.55,660.2,113.1,931.95,1201.9,,,,551.05,908.35,666.05,1650.3,641.0,360.6,,749.25,,501.2,496.7
2013-11-01,144.95,540.85,1220.2,2124.25,1371.05,648.45,355.6,366.25,936.6,416.25,292.45,976.5,2470.65,3958.75,350.35,2816.3,1099.7,683.5,,2101.35,115.15,607.85,854.8,1133.4,328.7,206.1,448.8,3278.75,865.0,750.85,981.8,924.95,1635.8,146.15,5718.95,287.7,97.95,,,4419.5,1879.4,605.1,2097.15,384.45,336.1,1525.5,261.55,,1961.0,482.5
2021-01-22,536.0,2596.75,644.5,4094.1,4967.45,9073.7,396.15,576.85,3610.1,808.05,133.25,3544.4,5033.8,2975.15,134.05,1004.4,985.45,1443.65,687.65,3376.6,239.2,2408.75,2589.3,533.55,210.65,95.65,893.4,1340.45,375.6,1831.2,1363.15,798.35,8045.1,94.1,17580.15,92.8,194.0,,861.6,23708.7,283.75,575.05,3303.4,289.4,646.95,980.25,1490.0,,5531.15,445.2
2018-09-26,338.3,1280.55,615.9,2775.7,2316.55,6208.35,369.25,360.9,5680.6,671.0,272.5,1383.95,2600.25,25194.7,374.75,1041.85,1089.7,1967.35,,3104.5,247.45,1610.7,1766.2,312.5,293.0,154.45,1700.6,717.8,407.85,1169.75,1332.7,890.95,7844.4,167.7,9707.25,180.5,193.0,,,17389.2,264.0,639.85,2141.45,233.3,609.05,747.6,812.2,,4067.3,319.9
2003-09-18,,304.3,65.9,,62.3,,315.25,65.4,550.05,982.15,,818.7,1111.15,145.35,126.05,572.8,161.3,264.3,,270.3,846.75,178.3,473.95,184.1,773.35,341.15,24.05,4245.95,13.55,240.15,286.45,202.5,205.25,,578.05,540.9,,,,88.25,403.8,461.05,,266.45,250.15,,72.7,,,1131.3
2003-05-14,,337.7,45.5,,56.1,,235.3,34.65,548.55,644.35,,284.95,857.4,99.0,80.3,350.7,140.85,243.45,,220.05,624.95,146.75,331.1,127.25,667.55,266.05,18.25,2869.0,5.4,150.6,203.2,116.85,,,539.0,372.3,,,,53.1,302.7,284.5,,155.55,136.45,,59.75,,,902.0
2007-08-10,,944.3,590.05,,368.95,,315.05,838.8,1602.5,184.75,,1259.7,632.85,363.85,313.15,2884.25,319.4,1131.7,,659.65,151.15,195.65,1947.3,865.7,163.35,401.6,48.3,1952.25,628.3,735.4,2432.05,671.05,810.25,164.8,1232.85,842.8,,,,1251.4,1607.25,915.0,1145.05,669.05,635.9,1241.25,1131.8,,883.85,480.25
2000-10-31,,240.05,38.25,,,,172.55,,756.55,884.3,,,1401.9,25.0,43.0,203.3,1189.55,249.95,,882.9,714.8,177.75,470.85,109.1,761.75,120.0,16.85,7169.4,6.2,74.65,148.15,128.1,,,536.35,104.35,,,,,164.0,502.6,,70.15,96.95,,52.3,,,2381.8
1994-08-18,,555.0,,,,,,,360.0,,,,,40.0,,780.0,,,,,1215.0,685.0,3310.0,,865.0,,,,,,325.0,387.5,,,400.0,,,,,,,,,512.5,327.5,,,,,775.0
2001-01-23,,263.15,48.5,,30.0,,,,774.05,1100.55,,,1365.55,29.5,52.3,321.85,643.35,258.85,,868.95,772.3,201.8,497.2,167.0,911.2,155.9,19.65,6754.15,5.75,85.2,236.55,153.95,,,489.05,142.15,,,,66.15,227.4,567.55,,94.95,130.95,,75.75,,,2813.4
1993-12-03,,380.0,,,,,,,350.0,,,,,22.5,,520.0,,,,,710.0,550.0,2470.0,,662.5,,,,,,247.5,265.0,,,330.0,,,,,,,,,320.0,199.0,,,,,
2014-09-09,295.1,665.05,419.35,2325.2,2610.1,1101.0,692.1,406.05,1281.05,575.2,380.7,1668.05,3002.8,10970.3,458.05,3639.85,1640.7,865.4,,2749.25,172.4,749.4,1051.4,1547.7,357.65,397.65,634.3,3736.8,1337.35,1073.85,1607.0,1404.55,2910.95,140.5,6402.25,448.85,134.05,,,8572.65,2567.4,860.15,2630.3,517.25,518.5,2439.1,396.85,,2697.15,587.45
2009-07-20,550.9,1205.1,886.3,1184.8,185.1,364.8,,849.05,1650.25,282.45,,1100.5,790.95,329.95,338.65,2764.1,233.9,1470.3,,1651.95,88.45,266.8,2507.4,787.1,225.45,547.5,94.8,1972.7,602.95,672.05,1458.0,796.85,1208.3,207.75,1964.6,1060.6,111.95,,,1399.2,1721.15,1244.65,500.1,327.95,391.1,802.75,1227.1,,770.5,460.05
2016-03-16,228.15,866.85,424.25,2249.65,6482.8,1644.45,816.35,339.65,2719.0,532.65,295.6,979.15,3155.4,18702.65,339.4,3581.9,814.5,1030.75,,2797.95,81.45,843.6,1125.95,226.45,322.1,388.5,915.95,1152.0,1197.9,651.55,1182.85,1212.35,3666.35,127.5,5026.4,206.45,138.65,,,11448.3,185.1,836.65,2327.35,359.85,299.2,465.9,340.0,,2974.35,538.95
2011-05-04,132.8,2701.05,1232.9,1301.1,639.95,496.35,654.3,369.6,364.9,309.35,370.95,701.6,1599.2,1149.15,446.6,2356.2,499.0,2260.65,,1600.1,205.6,275.1,664.65,1058.1,186.85,348.05,238.65,2867.5,894.5,413.15,1544.15,703.4,1255.0,178.7,4040.75,309.35,104.2,,,1909.25,2617.35,443.9,1135.95,1160.5,590.5,664.35,3837.8,,1015.1,435.75
2017-07-13,375.15,1124.15,512.0,2790.5,1483.4,4361.75,458.25,402.95,3721.8,542.15,253.45,729.85,2693.25,28053.5,371.35,1287.3,857.9,1681.2,,3749.7,204.55,1133.2,1656.3,297.75,338.65,380.75,1580.25,976.3,213.4,961.5,1175.2,1370.7,7566.25,163.75,6784.75,159.1,215.1,,,18775.8,288.6,569.35,2444.05,458.4,563.0,389.1,534.6,,4198.6,264.2
2019-08-29,366.3,1615.4,660.95,2757.45,3299.45,6981.55,354.15,343.5,2673.85,464.45,189.0,1621.45,2527.8,16544.4,128.55,709.25,1117.05,2227.6,,2548.35,179.8,1830.25,2128.55,404.7,241.4,124.95,1351.2,806.85,212.0,1450.3,1342.85,528.2,6111.75,123.05,12713.9,123.4,204.9,,,18502.2,274.65,434.65,2233.3,114.35,335.55,691.1,1102.7,,4072.9,249.0
1998-12-21,,289.0,15.25,,29.45,,,,890.0,857.75,,,482.25,11.35,74.65,170.5,,54.2,,572.75,503.0,1691.75,2219.5,22.8,711.0,405.25,19.2,2889.75,3.1,18.95,149.7,162.9,,,466.5,184.6,,,,18.5,155.0,277.8,,149.5,104.5,,75.3,,,1784.0
1999-02-17,,250.0,15.1,,35.1,,200.0,,1158.5,1225.0,,,645.0,12.0,62.0,154.1,,53.5,,669.0,448.0,1961.75,2338.0,23.9,832.25,304.75,22.0,2588.0,3.05,18.2,179.0,246.5,,,519.5,135.5,,,,20.25,150.0,326.5,,203.7,126.0,,90.4,,,3160.0
2011-12-22,123.8,2747.95,873.3,1615.75,637.05,413.2,522.8,335.45,441.25,332.95,299.65,753.65,1573.15,1457.0,394.0,2407.95,388.3,443.0,,1853.05,122.55,408.75,660.2,727.1,203.75,272.95,245.05,2714.8,517.65,463.45,1009.35,693.3,967.35,163.8,4117.65,264.75,100.3,,,2089.35,1668.45,496.6,1149.0,183.7,353.65,571.1,174.85,,1168.6,396.7
2020-11-14,366.45,2184.5,613.45,3041.9,4373.45,7327.1,412.7,481.4,3528.45,746.25,127.1,3445.6,4872.8,2536.05,93.5,838.7,830.75,1369.65,636.2,3117.15,209.55,2188.6,2311.85,486.75,188.65,86.65,770.15,1133.45,341.85,1770.75,1059.1,631.3,6853.65,91.1,16842.1,72.65,188.05,,840.4,23364.75,229.65,514.05,2670.7,148.9,492.1,840.2,1285.25,,4911.45,345.65
2015-04-16,326.8,821.0,552.0,2086.7,4577.2,1426.95,800.95,417.3,2327.65,678.75,382.95,1888.9,3681.45,15837.45,396.25,3724.7,952.2,1029.1,,2428.85,137.25,931.9,1303.9,312.25,349.95,364.2,933.1,2191.1,939.45,1416.9,1752.5,1225.4,3669.05,156.2,7021.85,327.5,150.75,,,10467.8,291.45,1089.55,2585.2,540.4,337.3,655.05,405.6,,2896.2,601.35
2008-02-01,821.0,1173.95,1087.8,,418.4,,384.7,907.75,1408.2,196.25,,1471.75,528.75,295.45,419.5,3006.95,265.4,1567.25,,724.6,176.9,207.8,2998.3,1197.75,204.85,492.3,93.5,1591.1,1037.45,961.3,3721.55,674.3,904.75,205.5,1362.5,1044.5,105.65,,,1269.95,2185.55,1118.2,929.25,754.3,776.45,749.45,1228.45,,880.3,437.3
2000-12-18,,276.55,45.85,,30.95,,120.2,,772.55,1028.25,,,1357.7,27.7,52.75,290.2,650.6,217.45,,860.9,779.75,197.35,555.05,157.05,992.6,140.35,21.45,7104.0,5.95,81.25,210.3,164.0,,,509.55,126.35,,,,53.7,191.3,572.05,,92.5,124.25,,61.15,,,2800.05
1992-10-08,,305.0,,,,,,,270.0,,,,,40.0,,537.5,,,,,720.0,340.0,1610.0,,607.5,,,,,,255.0,140.0,,,290.0,,,,,,,,,355.0,367.5,,,,,350.0
2004-09-02,,317.7,123.25,,91.0,,348.6,136.6,669.9,237.35,,1165.95,705.55,197.85,180.25,1146.2,321.3,370.9,,443.95,1171.3,112.05,559.3,262.15,1038.85,406.55,41.35,1603.1,10.61,173.1,859.95,431.4,388.45,,548.35,705.25,,,,205.0,452.0,380.0,993.45,386.45,248.15,,141.8,,263.15,578.25
2011-12-05,128.85,2850.65,1029.05,1699.5,652.05,447.5,556.7,390.3,465.6,329.25,332.55,760.65,1579.7,1581.5,398.45,2455.75,408.05,462.25,,2065.05,136.25,394.3,661.65,780.55,204.05,268.65,273.85,2700.05,611.3,490.2,1314.4,750.05,997.25,175.9,4206.8,268.6,102.55,,,2121.7,1908.6,524.5,1179.55,191.6,411.6,594.5,186.8,,1186.1,390.8
2009-10-06,510.95,1416.65,998.65,1500.1,269.9,298.5,552.6,359.4,1542.6,277.1,,542.95,937.1,538.0,364.85,2511.95,316.6,1658.55,,1635.9,125.3,281.65,2727.7,938.25,246.9,670.05,111.75,2310.85,868.65,757.05,1680.7,909.2,1598.25,208.6,2507.2,1184.2,109.35,,,1547.75,2158.85,1407.5,613.25,558.35,510.4,934.4,1266.55,,812.85,598.7
1997-09-26,,304.25,,,32.75,,,,330.0,741.5,,,284.5,14.3,160.0,333.5,,68.25,,676.5,974.5,1346.0,3389.5,51.5,588.25,720.0,,1597.0,5.9,41.5,226.0,410.0,,,270.5,338.0,,,,16.15,278.0,309.25,,336.5,174.25,,74.75,,,1489.25
1993-01-29,,290.0,,,,,,,260.0,,,,,32.5,,462.5,,,,,690.0,400.0,1575.0,,516.25,,,,,,208.75,120.0,,,372.5,,,,,,,,,248.75,227.5,,,,,277.5
2001-12-05,,276.0,27.5,,32.3,,,,622.0,1144.05,,,951.0,27.15,62.9,308.6,263.45,223.4,,251.95,700.7,218.35,690.6,97.05,709.95,140.75,12.4,4259.8,2.2,49.9,217.65,94.0,,,494.4,144.05,,,,52.3,199.85,569.55,,108.15,92.05,,41.8,,,1777.05
2016-12-23,262.95,873.75,438.45,2621.35,808.7,2621.8,611.25,295.5,2824.6,582.75,288.1,866.1,3003.25,20919.55,431.6,827.6,794.1,1186.45,,3036.0,159.4,790.95,1225.2,251.95,224.8,313.15,1062.6,989.3,1568.65,713.3,1336.95,1171.75,5193.25,161.15,5826.75,193.0,182.4,,,13637.9,249.25,623.8,2290.2,466.15,390.75,467.1,314.0,,3105.7,458.95
2001-09-06,,267.95,27.7,,27.5,,171.65,,556.0,1294.15,,,1971.3,18.6,51.3,260.4,207.35,235.0,,182.15,674.0,220.05,709.35,108.05,674.25,135.05,11.55,3296.95,2.9,43.25,207.5,68.0,,,538.1,140.85,,,,33.25,189.5,587.85,,75.55,84.25,,35.25,,,1444.5
2020-11-12,367.45,2171.7,599.6,3016.3,4298.65,7024.55,394.55,479.65,3516.45,739.9,122.2,3366.05,4826.75,2353.55,93.0,826.75,824.35,1371.9,630.25,3085.55,208.35,2192.6,2330.7,476.3,187.9,85.3,769.15,1117.75,338.0,1754.75,1073.3,632.55,6837.3,90.8,16729.7,71.55,189.45,,838.55,23427.65,226.8,509.05,2670.7,151.15,473.15,843.4,1277.45,,4846.65,345.6
1994-06-08,,500.0,,,,,,,340.0,,,,,22.5,,655.0,,,,,800.0,680.0,3115.0,,852.5,,,,,,285.0,317.5,,,370.0,,,,,,,,,512.5,261.25,,,,,500.0
2011-02-23,144.05,2480.75,1254.85,1306.55,621.65,446.5,562.8,327.85,358.75,303.0,300.05,619.2,1574.65,1064.7,443.8,2271.6,459.6,2114.45,,1466.85,212.3,279.7,647.35,1008.15,155.4,303.95,230.8,3082.2,892.05,408.2,1602.3,639.75,1193.8,173.5,3474.2,271.2,99.6,,,1727.35,2622.3,416.7,1127.55,1144.5,619.8,681.3,3438.15,,966.45,436.3
1993-04-02,,285.0,,,,,,,212.5,,,,,22.5,,423.75,,,,,685.0,370.0,1300.0,,480.0,,,,,,185.0,135.0,,,300.0,,,,,,,,,240.0,136.25,,,,,205.0
1998-04-16,,324.25,,,34.8,,394.75,,546.5,843.5,,,445.25,15.75,124.3,333.5,,77.25,,1170.0,753.0,1612.25,3275.5,56.25,767.5,534.5,40.1,2075.75,7.0,40.05,253.0,291.3,,,419.5,296.25,,,,24.0,295.0,309.7,,282.5,162.1,,68.85,,,1316.5
1999-12-09,,400.95,22.8,,36.0,,399.5,,830.0,1460.0,,,1242.75,42.75,74.0,398.0,,161.05,,1213.0,810.0,2514.75,282.0,44.7,686.75,295.35,28.0,9920.0,6.05,142.95,401.75,405.5,,,495.5,224.45,,,,53.5,243.95,1770.0,,220.3,144.55,,142.9,,,1444.0
1993-05-03,,282.5,,,,,,,207.5,,,,,16.0,,352.5,,,,,580.0,365.0,1000.0,,420.0,,,,,,180.0,135.0,,,267.5,,,,,,,,,162.5,142.5,,,,,
2004-04-02,,304.95,165.7,,80.75,,,171.8,618.95,1184.15,,1519.7,991.55,220.3,233.6,1139.95,253.75,387.45,,495.5,1315.3,156.55,676.8,298.6,1085.8,519.05,41.05,4999.85,9.22,405.35,587.2,475.75,521.85,,664.7,859.85,,,,149.4,621.15,659.8,,496.0,403.45,,112.95,,,1348.8
2015-05-07,322.5,764.6,527.6,2067.0,4184.8,1375.85,,393.45,2245.3,628.4,360.85,1725.2,3281.75,14796.2,368.2,3502.35,920.75,951.7,,2354.1,134.3,865.7,1154.6,304.5,322.7,330.15,795.15,1942.8,887.6,1305.4,1568.0,1170.6,3541.1,142.3,6760.4,318.7,139.9,,,10097.65,261.3,927.35,2543.3,488.2,367.0,614.05,370.05,,2621.45,538.4
2000-07-07,,399.0,33.2,,,,,,601.15,938.65,,,1354.55,33.0,55.85,287.85,1242.7,283.95,,989.1,802.2,278.5,505.3,217.75,816.5,164.8,19.5,8483.05,5.25,71.25,278.95,223.45,,,375.5,145.7,,,,25.5,231.95,612.9,,128.5,132.85,,66.2,,,3060.15
2016-03-15,228.0,886.1,419.15,2278.45,6467.45,1662.75,810.6,343.65,2761.35,524.7,295.65,960.4,3138.65,19551.85,340.25,3550.05,811.75,1027.35,,2812.95,83.9,842.0,1114.1,221.35,316.85,392.35,918.85,1134.35,1194.25,639.7,1181.1,1206.95,3653.9,127.4,5053.85,207.35,138.7,,,11336.65,185.25,843.9,2329.65,360.65,299.8,460.25,344.15,,2988.25,534.9
2010-10-18,159.45,2655.2,1482.05,1521.95,758.7,507.1,,326.85,422.8,326.85,,703.05,1611.1,1264.4,501.5,2263.55,446.4,2398.2,,1808.35,211.15,297.55,724.4,1115.95,171.55,405.5,261.35,3107.0,1315.9,508.9,2013.15,701.15,1490.45,206.9,3211.8,1360.5,106.65,,,2038.1,3167.1,2048.45,979.35,1169.25,646.0,755.1,3222.85,,1126.55,467.55
2010-12-29,141.5,2817.35,1310.5,1480.75,699.0,470.7,,354.0,399.65,367.3,310.35,651.35,1692.05,1189.7,506.15,2312.25,455.3,2330.05,,1955.15,241.45,304.55,717.1,1128.3,174.3,348.3,252.95,3399.5,1151.65,449.55,1955.5,773.4,1416.1,197.95,3674.15,1302.55,95.65,,,2003.6,2752.8,480.45,1154.65,1272.35,667.9,694.4,3515.8,,1071.4,488.15
2002-11-18,,323.15,36.35,,46.5,,,22.85,520.9,902.45,,,715.0,82.65,66.05,314.35,169.7,193.7,,254.7,539.75,164.0,659.35,122.7,624.95,221.9,14.3,4233.35,3.9,134.25,192.45,94.65,,,516.1,369.7,,,,49.9,239.2,541.4,,158.3,130.45,,63.35,,,1555.6
2020-07-28,318.55,1759.6,437.0,3122.85,3239.05,6337.2,461.6,564.65,3774.45,662.7,130.6,2343.0,4050.45,21064.6,97.6,596.4,712.9,1086.25,640.55,2841.2,164.7,2242.45,1897.35,351.9,195.45,93.3,526.9,962.75,215.1,1382.75,913.0,620.45,6287.3,88.55,17098.95,79.95,181.8,,883.55,21898.45,189.45,482.5,2309.2,106.5,358.35,683.5,1052.05,,4135.7,275.45
2005-08-10,,460.1,259.55,,318.2,,,303.35,1072.0,322.15,,1263.45,809.55,287.2,236.1,1296.3,434.9,659.7,,625.95,1365.7,161.75,909.8,493.1,1736.7,427.4,77.0,2315.15,281.65,498.9,1320.05,688.9,479.3,96.55,825.6,956.25,,,,379.3,808.0,616.25,1313.0,481.45,398.2,,507.65,,395.9,726.65
2015-06-08,302.45,747.2,553.4,2221.3,4463.75,1500.5,,410.55,2641.75,614.05,399.7,1770.45,3408.85,17283.6,386.0,3400.3,918.9,1002.8,,2519.2,118.05,811.9,1179.65,283.25,303.5,350.75,811.4,2000.25,867.6,1353.6,1677.55,1206.9,3723.0,138.6,5539.8,306.35,145.95,,,10968.35,254.85,829.8,2578.65,435.7,302.85,550.9,353.7,,2808.05,553.5
2009-07-01,608.3,1184.85,869.55,1008.2,158.9,371.8,,822.8,1569.85,245.05,,1117.2,787.85,337.6,287.85,2304.85,189.8,1502.0,,1398.0,83.4,272.7,2345.95,729.25,191.35,541.2,86.35,1796.7,621.95,642.65,1574.25,714.35,1070.15,195.6,1990.75,1052.6,107.25,,,1196.85,1779.8,1118.3,392.35,299.3,395.0,747.1,1177.45,,681.45,378.45
1994-02-04,,430.0,,,,,,,390.0,,,,,30.0,,570.0,,,,,700.0,710.0,3000.0,,715.0,,,,,,291.25,310.0,,,390.0,,,,,,,,,435.0,241.0,,,,,600.0
1993-09-28,,352.5,,,,,,,330.0,,,,,24.0,,457.5,,,,,660.0,490.0,1850.0,,527.0,,,,,,211.25,177.5,,,292.5,,,,,,,,,265.0,180.5,,,,,290.0
2003-09-15,,307.05,66.95,,64.0,,330.25,62.1,553.5,1003.65,,802.95,1146.85,152.6,134.8,609.5,161.4,273.65,,278.6,870.65,183.85,484.05,183.05,790.85,378.1,24.9,4027.55,12.8,250.65,294.05,208.9,208.15,,577.35,594.05,,,,94.8,423.8,492.25,,268.8,245.6,,75.9,,,1105.65
1992-06-02,,440.0,,,,,,,350.0,,,,,,,465.0,,,,,570.0,323.75,2100.0,,485.0,,,,,,198.75,102.5,,,297.5,,,,,,,,,437.5,400.0,,,,,
2016-07-11,216.95,1027.05,544.35,2649.2,8571.55,2362.9,1132.6,359.75,2862.25,521.35,320.5,1151.35,3616.1,19550.0,378.6,4562.0,716.95,1198.3,,3236.55,129.05,928.2,1313.0,249.85,249.4,477.65,1123.95,1174.85,1505.55,760.95,1559.35,1471.9,4273.0,157.15,6482.6,225.05,166.55,,,15996.4,224.6,789.55,2463.65,484.5,327.25,508.4,400.7,,3453.85,567.4
2003-11-15,,302.1,71.85,,71.5,,355.85,84.75,559.35,1136.8,,890.3,1289.75,160.0,163.55,910.3,232.95,299.95,,378.0,1199.6,183.2,522.5,243.2,860.5,383.8,26.75,4626.3,12.57,339.1,397.65,331.65,338.5,,561.35,625.3,,,,114.6,465.5,590.5,,370.2,354.6,,111.1,,,1419.2
1997-02-11,,277.0,,,47.5,,,,256.0,530.0,,,170.25,25.7,,394.5,,47.0,,280.0,736.75,908.75,2599.0,,409.0,,,885.0,6.25,65.25,247.5,361.5,,,230.75,177.0,,,,23.0,282.75,260.0,,333.25,198.75,,72.25,,,
2008-10-16,398.9,942.45,622.85,537.2,73.3,165.0,,731.45,1161.75,199.8,,1114.2,454.4,191.15,254.35,1371.75,155.85,1087.35,,844.2,69.75,247.9,1801.15,415.0,162.3,388.55,46.6,1266.7,263.95,470.05,825.75,451.5,678.55,165.8,1525.0,803.2,85.0,,,465.05,1543.9,1363.6,495.2,250.55,269.75,364.05,857.0,,397.9,277.85
2005-11-22,,509.15,240.0,,326.65,,426.85,353.4,1220.85,393.5,,1394.3,921.45,245.1,254.95,1300.15,497.05,677.75,,835.4,123.85,169.3,1050.5,520.1,125.15,494.65,54.9,2678.9,211.25,210.55,1571.5,413.55,579.35,103.5,914.95,993.65,,,,448.2,874.45,644.85,1498.55,537.0,350.9,,638.3,,468.65,417.0
1999-05-17,,242.55,14.5,,33.55,,,,1346.95,1395.0,,,855.65,16.5,63.9,173.1,,73.0,,975.0,600.0,2240.0,2262.0,24.9,1098.0,305.0,18.2,3094.0,2.75,14.7,264.6,257.4,,,547.0,175.95,,,,22.8,248.1,471.55,,192.0,121.9,,78.1,,,3985.3
2013-10-03,140.75,470.8,1106.25,2119.7,1201.9,598.65,,324.25,829.75,436.0,302.55,1012.05,2429.15,3609.65,332.95,2721.75,1103.95,636.15,,2030.3,115.45,609.3,802.35,937.9,338.45,207.95,398.65,3038.8,762.05,699.95,828.1,851.25,1412.15,143.95,5138.2,266.5,99.9,,,4281.8,1659.45,600.55,2023.8,344.8,285.8,1373.2,239.6,,1889.05,484.5
2015-07-31,324.05,881.45,573.75,2519.15,5496.7,1845.8,,418.6,3156.35,709.2,439.3,1962.8,4065.7,19070.05,355.45,3708.65,996.6,1111.2,,2674.45,105.2,921.05,1339.1,302.5,326.2,431.25,977.6,1078.05,837.6,695.7,1789.55,1361.6,4330.4,134.9,6343.05,273.05,141.55,,,11387.9,270.4,822.75,2510.0,384.35,247.3,529.6,323.85,,3149.65,569.15
2014-03-22,181.25,505.4,1389.7,1979.75,1677.65,718.4,,293.65,863.6,394.35,263.4,1410.6,2786.5,5727.8,353.35,2757.5,1436.0,731.95,,2071.2,121.2,572.65,841.85,1197.95,356.7,245.7,471.25,3293.95,985.35,739.8,1219.55,974.15,1872.1,114.4,4782.55,308.05,101.15,,,5101.8,1702.4,584.35,2125.55,388.85,361.85,1819.7,254.95,,1950.35,568.65
2006-10-16,,660.25,419.6,,390.9,,404.5,485.7,1265.75,264.2,,2292.25,722.1,334.45,259.25,2669.05,584.6,1046.55,,746.25,182.25,237.0,1545.8,719.9,194.15,549.1,47.45,2097.25,300.75,352.6,1306.25,691.1,960.6,131.15,1115.0,1172.15,,,,1130.95,1026.55,922.0,1130.45,907.2,511.35,710.7,815.65,,885.8,570.4
2014-03-04,175.5,475.55,1295.05,1923.3,1585.15,727.4,,287.6,864.05,378.75,247.2,1434.25,2802.55,5411.3,379.95,2575.65,1481.75,670.45,,1978.95,113.75,554.2,821.85,1068.3,331.55,252.75,410.25,3799.9,890.65,676.9,1116.9,955.75,1598.3,113.85,4702.8,295.8,96.0,,,4759.65,1549.7,620.5,2242.95,412.9,351.75,1900.7,254.8,,1876.4,589.15
1997-03-06,,298.25,,,51.5,,,,275.0,611.0,,,220.25,28.0,,405.0,,53.75,,360.0,925.5,1025.0,3170.5,,442.0,600.0,,1064.0,6.25,69.5,255.0,370.5,,,256.25,226.75,,,,24.5,317.5,264.0,,403.5,204.0,,66.0,,,395.0
